Date,Brand,ORDER ID,Market,Coupon Code,Affiliate Orders,Affiliate Revenue,Affiliate Cost,New Customers,New Cust. Revenue,Old Customers,Old Cust. Revenue,CIR,Affiliate ROI
"Oct 10, 2025",hm,HMAESSE7748851,uae,vgvq,1,141.8733427456193,8,1,141.8733427456193,0,0,0.05638832387521947,17.734167843202414
"Oct 10, 2025",hm,HMAEHDE7752967,uae,vgvq,1,53.94094510422728,2,0,0,1,53.94094510422728,0.037077585424866104,26.97047255211364
"Oct 10, 2025",hm,HMAEHDE7748506,uae,vgvq,1,73.64542479860484,2,0,0,1,73.64542479860484,0.02715715206300078,36.82271239930242
"Oct 10, 2025",hm,HMAEHDE7747735,uae,vgvq,1,24.631960800597977,2,0,0,1,24.631960800597977,0.08119532245891878,12.315980400298988
"Oct 10, 2025",hm,HMAEHDA0481522,uae,vm11,1,162.5633186612409,2,0,0,1,162.5633186612409,0.012302898442715227,81.28165933062046
"Oct 10, 2025",bbw,BWSAHDEC161630,ksa,vm21,1,37.61311941510961,3,0,0,1,37.61311941510961,0.07975940434216862,12.537706471703203
"Oct 10, 2025",bbw,BWSAHDAC361202,ksa,vm21,1,39.37061738424039,3,0,0,1,39.37061738424039,0.07619895747941371,13.12353912808013
"Oct 10, 2025",bbw,BWSAHDAC361115,ksa,vv0t,1,17.596282696994287,5,1,17.596282696994287,0,0,0.2841509247208262,3.5192565393988575
"Oct 10, 2025",bbw,BWSAHDAC360659,ksa,vm21,1,41.575478472786294,5,1,41.575478472786294,0,0,0.12026319801160694,8.31509569455726
"Oct 10, 2025",bbw,BWSAHDAC360416,ksa,vv0t,1,81.38547034930939,5,1,81.38547034930939,0,0,0.06143602756781793,16.277094069861878
"Oct 10, 2025",bbw,BWSAHDAC359351,ksa,vm21,1,28.599285134037324,3,0,0,1,28.599285134037324,0.10489772684666031,9.533095044679108
"Oct 10, 2025",bbw,BWSAHDAC359222,ksa,vm21,1,109.54804386677482,5,1,109.54804386677482,0,0,0.045642074687163504,21.909608773354964
"Oct 10, 2025",bbw,BWSAHDAC359045,ksa,vm21,1,8.798141348497143,5,1,8.798141348497143,0,0,0.5683018494416524,1.7596282696994288
"Oct 10, 2025",bbw,BWSAHDAC332766,ksa,vm21,1,39.59429894394795,5,1,39.59429894394795,0,0,0.1262808064130217,7.9188597887895895
"Oct 10, 2025",bbw,BWSAHDAC225137,ksa,vzvz,1,79.84899106417535,3,0,0,1,79.84899106417535,0.03757091930678089,26.616330354725118
"Oct 10, 2025",bbw,BWKWHDA2151617,kwt,v4uz,1,49.8256,5,1,49.8256,0,0,0.10035002087280434,9.96512
"Oct 10, 2025",aeo,AESAHDA2464355,ksa,v5gx,1,12.781803411860258,2,0,0,1,12.781803411860258,0.15647244254626827,6.390901705930129
"Oct 9, 2025",wes,WESAHDE0475980,ksa,vj33,1,1319.7930999187633,0,0,0,1,1319.7930999187633,0,-
"Oct 9, 2025",wes,WEKWHDE0289503,kwt,vj33,1,1021.4248000000001,0,0,0,1,1021.4248000000001,0,-
"Oct 9, 2025",vs,VSSAHDA0736128,ksa,vrq3,1,89.19568480909817,5,1,89.19568480909817,0,0,0.05605652348206411,17.839136961819634
"Oct 9, 2025",pk,PKSAHDE0315826,ksa,vc55,1,126.48659626320045,17.18220552396423,1,126.48659626320045,0,0,0.1358421052631579,7.361487795428128
"Oct 9, 2025",pk,PKKWHDE0189312,kwt,vq22,1,46.7115,0,0,0,1,46.7115,0,-
"Oct 9, 2025",nb,NBSAHDA0090047,ksa,vxmx,1,203.18806823720521,7.010020308692109,1,203.18806823720521,0,0,0.034500157265674146,28.985375118708454
"Oct 9, 2025",mc,MCSAHDE1074176,ksa,vev2n,1,8.33480097481721,0,0,0,1,8.33480097481721,0,-
"Oct 9, 2025",mc,MCSAHDE1074140,ksa,vaak9,1,42.93088220958563,0,0,0,1,42.93088220958563,0,-
"Oct 9, 2025",mc,MCSAHDE1074131,ksa,vev2n,1,381.789805036555,0,0,0,1,381.789805036555,0,-
"Oct 9, 2025",mc,MCSAHDE1073837,ksa,vwwmg,1,83.98443704305429,0,0,0,1,83.98443704305429,0,-
"Oct 9, 2025",mc,MCSAHDA3348152,ksa,vwwmg,1,148.38076035743273,0,0,0,1,148.38076035743273,0,-
"Oct 9, 2025",mc,MCSAHDA3348059,ksa,vwwmg,1,87.5260617384239,4,1,87.5260617384239,0,0,0.04570067383991529,21.881515434605976
"Oct 9, 2025",mc,MCSAHDA3348032,ksa,vwwmg,1,45.639026807473535,4,1,45.639026807473535,0,0,0.08764428779066313,11.409756701868384
"Oct 9, 2025",mc,MCSAHDA3348008,ksa,v6yc3,1,184.43343460601105,0,0,0,1,184.43343460601105,0,-
"Oct 9, 2025",mc,MCSAHDA3347963,ksa,vt3kt,1,37.71963444354178,0,0,0,1,37.71963444354178,0,-
"Oct 9, 2025",mc,MCSAHDA3335261,ksa,vx4ty,1,105.86794963444339,0,0,0,1,105.86794963444339,0,-
"Oct 9, 2025",mc,MCQASSA0047966,qat,vaak9,1,9.8660647103085,0,0,0,1,9.8660647103085,0,-
"Oct 9, 2025",mc,MCKWSSA0931886,kwt,v6yc3,1,10.3257,0,0,0,1,10.3257,0,-
"Oct 9, 2025",mc,MCKWHDE0914414,kwt,vaak9,1,79.06536,0,0,0,1,79.06536,0,-
"Oct 9, 2025",mc,MCAEHDE1977812,uae,vaak9,1,32.66838302466576,0,0,0,1,32.66838302466576,0,-
"Oct 9, 2025",mc,MCAEHDE1977740,uae,v2t2b,1,72.33596711236616,0,1,72.33596711236616,0,0,0,-
"Oct 9, 2025",mc,MCAEHDE1977683,uae,vev2n,1,230.07525454696477,0,1,230.07525454696477,0,0,0,-
"Oct 9, 2025",hm,HMSAHDE3180560,ksa,vgvq,1,58.73238667749788,2,0,0,1,58.73238667749788,0.03405276225163619,29.36619333874894
"Oct 9, 2025",hm,HMSAHDE3180476,ksa,vgvq,1,63.57083184402915,2,0,0,1,63.57083184402915,0.03146096947271343,31.785415922014575
"Oct 9, 2025",hm,HMSAHDE3180410,ksa,v5ng,1,232.07228107229858,2,0,0,1,232.07228107229858,0.008618004661129395,116.03614053614929
"Oct 9, 2025",hm,HMSAHDA4771256,ksa,vgvq,1,88.6497952883833,2,0,0,1,88.6497952883833,0.022560683795082387,44.32489764419165
"Oct 9, 2025",hm,HMSAHDA4770908,ksa,vgvq,1,223.0557839155155,2,0,0,1,223.0557839155155,0.008966366910070887,111.52789195775775
"Oct 9, 2025",hm,HMKWSSE3548489,kwt,vgvq,1,38.92625,2,0,0,1,38.92625,0.05137921068687582,19.463125
"Oct 9, 2025",hm,HMKWHDE3547994,kwt,vgvq,1,102.76530000000001,8,1,102.76530000000001,0,0,0.07784728891950882,12.845662500000001
"Oct 9, 2025",hm,HMKWHDA1349579,kwt,vgvq,1,121.44989999999999,2,0,0,1,121.44989999999999,0.016467695732973023,60.72494999999999
"Oct 9, 2025",hm,HMAEHDA0481349,uae,vgvq,1,75.12639149572303,8,1,75.12639149572303,0,0,0.1064872122928391,9.390798936965378
"Oct 9, 2025",bbw,BWSAHDEC160627,ksa,vv0t,1,54.99370917952875,5,1,54.99370917952875,0,0,0.09091949014890663,10.99874183590575
"Oct 9, 2025",bbw,BWSAHDAC357238,ksa,vm21,1,72.80568480909817,3,0,0,1,72.80568480909817,0.041205573546436926,24.268561603032722
"Oct 9, 2025",bbw,BWSAHDAC351685,ksa,vv0t,1,80.29102843216884,5,1,80.29102843216884,0,0,0.06227345816381068,16.05820568643377
"Oct 9, 2025",bbw,BWKWHDE2189077,kwt,vv0t,1,40.48330000000001,3,0,0,1,40.48330000000001,0.07410463079837858,13.494433333333335
"Oct 9, 2025",bbw,BWAEHDEB646090,uae,v3gm,1,95.57135453865968,0,1,95.57135453865968,0,0,0,-
"Oct 9, 2025",bbw,BWAEHDAB093706,uae,vv0t,1,48.283870110455986,0,1,48.283870110455986,0,0,0,-
"Oct 9, 2025",aeo,AESASSE1925201,ksa,vt44,1,27.69390739236389,2,0,0,1,27.69390739236389,0.07221805040596997,13.846953696181945
"Oct 9, 2025",aeo,AESAHDA2466248,ksa,v8m6,1,70.72597887896009,4,1,70.72597887896009,0,0,0.056556304534795765,17.681494719740023
"Oct 8, 2025",wes,WESAHDA0462678,ksa,vj33,1,10.073658813972363,0,0,0,1,10.073658813972363,0,-
"Oct 8, 2025",vs,VSSAHDA0735393,ksa,vrq3,1,27.09209748172214,5,1,27.09209748172214,0,0,0.18455566252754269,5.418419496344428
"Oct 8, 2025",mc,MCSASSE1073999,ksa,vxx4z,1,6.667840779853767,0,0,0,1,6.667840779853767,0,-
"Oct 8, 2025",mc,MCSAHDE1074062,ksa,vx4ty,1,181.30721852152692,4,1,181.30721852152692,0,0,0.022062000799626592,45.32680463038173
"Oct 8, 2025",mc,MCSAHDE1074050,ksa,vx4ty,1,43.97206661251008,4,1,43.97206661251008,0,0,0.09096684118235182,10.99301665312752
"Oct 8, 2025",mc,MCSAHDE1074035,ksa,vaak9,1,119.62170268074718,0,0,0,1,119.62170268074718,0,-
"Oct 8, 2025",mc,MCSAHDA3347804,ksa,vwwmg,1,583.5159545085288,4,1,583.5159545085288,0,0,0.00685499679844921,145.8789886271322
"Oct 8, 2025",mc,MCSAHDA3347747,ksa,vwwmg,1,205.2677741673433,0,0,0,1,205.2677741673433,0,-
"Oct 8, 2025",mc,MCSAHDA3347705,ksa,v6yc3,1,53.97382778229073,0,0,0,1,53.97382778229073,0,-
"Oct 8, 2025",mc,MCSAHDA3347702,ksa,v0q13,1,41.67933062550765,4,1,41.67933062550765,0,0,0.09597083110427905,10.419832656376913
"Oct 8, 2025",mc,MCQAHDE0205298,qat,v2t2b,1,196.33468773513914,4,1,196.33468773513914,0,0,0.02037337388590298,49.083671933784785
"Oct 8, 2025",mc,MCKWSSE0914273,kwt,vaak9,1,17.7012,0,0,0,1,17.7012,0,-
"Oct 8, 2025",mc,MCKWHDE0914354,kwt,vaak9,1,114.46776000000001,0,0,0,1,114.46776000000001,0,-
"Oct 8, 2025",mc,MCKWHDE0914285,kwt,vaak9,1,30.977099999999997,0,0,0,1,30.977099999999997,0,-
"Oct 8, 2025",mc,MCAESSA0407849,uae,vaak9,1,14.001124491321333,0,0,0,1,14.001124491321333,0,-
"Oct 8, 2025",mc,MCAEHDE1977671,uae,vev2n,1,27.534002159289123,0,0,0,1,27.534002159289123,0,-
"Oct 8, 2025",mc,MCAEHDE1977545,uae,vev2n,1,70.00562245660667,0,1,70.00562245660667,0,0,0,-
"Oct 8, 2025",mc,MCAEHDE1977515,uae,vev2n,1,43.63951499044934,0,0,0,1,43.63951499044934,0,-
"Oct 8, 2025",hm,HMSAHDE3179065,ksa,v5ng,1,103.16513078797709,2,0,0,1,103.16513078797709,0.019386395235715448,51.582565393988546
"Oct 8, 2025",hm,HMSAHDA4769694,ksa,vgvq,1,72.58999187652303,8,1,72.58999187652303,0,0,0.11020802996655729,9.073748984565379
"Oct 8, 2025",hm,HMSAHDA4769208,ksa,v5ng,1,152.0022713241265,2,0,0,1,152.0022713241265,0.013157698122386877,76.00113566206325
"Oct 8, 2025",hm,HMKWSSE3546603,kwt,vgvq,1,12.42362,2,0,0,1,12.42362,0.1609836746455542,6.21181
"Oct 8, 2025",hm,HMKWHDE3429310,kwt,vgvq,1,166.542068,2,0,0,1,166.542068,0.012008977815743227,83.271034
"Oct 8, 2025",hm,HMKWHDA1348990,kwt,vgvq,1,56.0538,2,0,0,1,56.0538,0.03568000742144154,28.0269
"Oct 8, 2025",bbw,BWSAHDEC160067,ksa,vv0t,1,57.19857026807465,3,0,0,1,57.19857026807465,0.052448863423330154,19.066190089358216
"Oct 8, 2025",bbw,BWSAHDEC159569,ksa,vv0t,1,42.89892770105598,3,0,0,1,42.89892770105598,0.06993181789777354,14.29964256701866
"Oct 8, 2025",bbw,BWSAHDEC159134,ksa,v3gm,1,43.5460064987814,3,0,0,1,43.5460064987814,0.06889265494607301,14.515335499593801
"Oct 8, 2025",bbw,BWSAHDAC356312,ksa,vv0t,1,40.031010560519846,5,1,40.031010560519846,0,0,0.1249031670694618,8.006202112103969
"Oct 8, 2025",bbw,BWSAHDAC356291,ksa,vzvz,1,28.81764094232327,3,0,0,1,28.81764094232327,0.10410290023407243,9.605880314107756
"Oct 8, 2025",bbw,BWSAHDAC356063,ksa,vv0t,1,34.97953533712424,5,1,34.97953533712424,0,0,0.14294072096187724,6.995907067424848
"Oct 8, 2025",bbw,BWSAHDAC355238,ksa,vv0t,1,17.596282696994287,3,0,0,1,17.596282696994287,0.17049055483249573,5.8654275656647625
"Oct 8, 2025",bbw,BWSAHDAC191829,ksa,v4g5,1,35.19256539398857,5,1,35.19256539398857,0,0,0.1420754623604131,7.038513078797715
"Oct 8, 2025",bbw,BWAESSEB644402,uae,v9w0,1,35.46969686903085,0,0,0,1,35.46969686903085,0,-
"Oct 8, 2025",bbw,BWAEHDEB644042,uae,vv0t,1,59.1188838136368,0,1,59.1188838136368,0,0,0,-
"Oct 8, 2025",aeo,AESASSA2465924,ksa,vt44,1,29.82420796100726,2,0,0,1,29.82420796100726,0.06705961823411499,14.91210398050363
"Oct 8, 2025",aeo,AEKWSSA0871244,kwt,vt44,1,61.21992800000001,2,0,0,1,61.21992800000001,0.032669100819589326,30.609964000000005
"Oct 7, 2025",pb,PBSAHDE0431330,ksa,vbbs,1,73.91344110479274,0,0,0,1,73.91344110479274,0,-
"Oct 7, 2025",nb,NBSAHDE0089150,ksa,v4p4,1,166.7199853777414,5.751811535337116,1,166.7199853777414,0,0,0.034499832292481915,28.985648148148144
"Oct 7, 2025",nb,NBSAHDA0089939,ksa,vinn,1,130.2492396425668,4.493602761982121,1,130.2492396425668,0,0,0.03450003066669392,28.985481481481482
"Oct 7, 2025",mc,MCSAHDE1073945,ksa,vhbes,1,60.85203574329804,0,0,0,1,60.85203574329804,0,-
"Oct 7, 2025",mc,MCSAHDA3347588,ksa,vwwmg,1,88.98798050365542,4,1,88.98798050365542,0,0,0.044949890730868865,22.246995125913855
"Oct 7, 2025",mc,MCQAHDE0205223,qat,vev2n,1,29.5981941309255,0,0,0,1,29.5981941309255,0,-
"Oct 7, 2025",mc,MCKWHDE0914108,kwt,vdqy3,1,64.90440000000001,0,0,0,1,64.90440000000001,0,-
"Oct 7, 2025",mc,MCAEHDE1977254,uae,vx4ty,1,183.64259280790648,0,0,0,1,183.64259280790648,0,-
"Oct 7, 2025",hm,HMSAHDE3178591,ksa,vgvq,1,238.45519415109626,2,0,0,1,238.45519415109626,0.008387319920289541,119.22759707554813
"Oct 7, 2025",hm,HMSAHDA4768459,ksa,vqwt,1,32.99569293257509,8,1,32.99569293257509,0,0,0.24245588708646207,4.124461616571886
"Oct 7, 2025",hm,HMAEHDE7739725,uae,vgvq,1,174.87929906153994,2,0,0,1,174.87929906153994,0.01143645937931282,87.43964953076997
"Oct 7, 2025",hm,HMAEHDE7739683,uae,vqdp,1,66.25420313927421,2,0,0,1,66.25420313927421,0.03018676408794416,33.127101569637105
"Oct 7, 2025",hm,HMAEHDE7737166,uae,vgvq,1,85.22092185034472,2,0,0,1,85.22092185034472,0.023468415461547956,42.61046092517236
"Oct 7, 2025",fl,FLAEHDE1660576,uae,veh7,1,184.73426127398074,6,1,184.73426127398074,0,0,0.03247908622159349,30.789043545663457
"Oct 7, 2025",bbw,BWSASSAC353651,ksa,vv0t,1,17.950445166531246,3,0,0,1,17.950445166531246,0.16712677441523985,5.983481722177082
"Oct 7, 2025",bbw,BWSAHDAC354734,ksa,vv54,1,52.13378066612502,5,1,52.13378066612502,0,0,0.09590710545281537,10.426756133225004
"Oct 7, 2025",bbw,BWSAHDAC354131,ksa,vv0t,1,63.25128675873264,3,0,0,1,63.25128675873264,0.047429865125800184,21.08376225291088
"Oct 7, 2025",bbw,BWAEHDAB093044,uae,vv0t,1,36.70292832821198,0,0,0,1,36.70292832821198,0,-
"Oct 6, 2025",wes,WESAHDA0462495,ksa,vpug,1,29.257015434605968,0,0,0,1,29.257015434605968,0,-
"Oct 6, 2025",pk,PKKWHDA0054589,kwt,vq22,1,45.964116000000004,5.252011599999999,1,45.964116000000004,0,0,0.11426330052774208,8.751716389963804
"Oct 6, 2025",mc,MCSAHDA3347399,ksa,vhbes,1,170.05390576766825,0,0,0,1,170.05390576766825,0,-
"Oct 6, 2025",mc,MCQAHDA0047837,qat,v0q13,1,106.30684725357408,4,1,106.30684725357408,0,0,0.0376269271767489,26.57671181339352
"Oct 6, 2025",mc,MCQAHDA0047792,qat,vaak9,1,28.364936042136936,4,1,28.364936042136936,0,0,0.1410191792450328,7.091234010534234
"Oct 6, 2025",mc,MCKWHDA0928511,kwt,vaak9,1,100.30679999999998,0,0,0,1,100.30679999999998,0,-
"Oct 6, 2025",mc,MCAEHDE1976987,uae,vx4ty,1,35.00145004567731,0,1,35.00145004567731,0,0,0,-
"Oct 6, 2025",hm,HMSASSE3176883,ksa,vd8l,1,21.99535337124286,2,0,0,1,21.99535337124286,0.09092829591066437,10.99767668562143
"Oct 6, 2025",hm,HMSASSA4766873,ksa,v5ng,1,37.17640779853772,2,0,0,1,37.17640779853772,0.05379755921653805,18.58820389926886
"Oct 6, 2025",hm,HMSAHDE3176936,ksa,v5ng,1,133.08786515028413,2,0,0,1,133.08786515028413,0.015027666104205521,66.54393257514207
"Oct 6, 2025",hm,HMSAHDE3176775,ksa,v5ng,1,58.95340536149463,2,0,0,1,58.95340536149463,0.03392509707855313,29.476702680747316
"Oct 6, 2025",hm,HMSAHDE3174314,ksa,v5ng,1,92.17011697806649,2,0,0,1,92.17011697806649,0.021699006853554664,46.085058489033244
"Oct 6, 2025",hm,HMSAHDA4767293,ksa,vgvq,1,146.72445166531253,8,1,146.72445166531253,0,0,0.05452397272029676,18.340556458164066
"Oct 6, 2025",hm,HMSAHDA4767098,ksa,viyn,1,126.48393338748966,2,0,0,1,126.48393338748966,0.015812284979096144,63.24196669374483
"Oct 6, 2025",hm,HMSAHDA4756014,ksa,vm11,1,30.35678310316811,2,0,0,1,30.35678310316811,0.0658831337036919,15.178391551584054
"Oct 6, 2025",hm,HMSAHDA4747999,ksa,vd8l,1,240.43371080422384,2,0,0,1,240.43371080422384,0.008318301095591896,120.21685540211192
"Oct 6, 2025",hm,HMKWHDA1347003,kwt,vgvq,1,102.76530000000001,8,1,102.76530000000001,0,0,0.07784728891950882,12.845662500000001
"Oct 6, 2025",hm,HMAEHDE7735931,uae,vgvq,1,20.93498878830664,2,0,0,1,20.93498878830664,0.0955338462429515,10.46749439415332
"Oct 6, 2025",hm,HMAEHDE7733036,uae,vd8l,1,112.56163607673791,2,0,0,1,112.56163607673791,0.017768043089179314,56.280818038368956
"Oct 6, 2025",bbw,BWSASSAC352495,ksa,v5re,1,30.694968318440242,5,1,30.694968318440242,0,0,0.162893147441244,6.138993663688049
"Oct 6, 2025",bbw,BWSAHDAC352201,ksa,vodc,1,48.17674735986995,3,0,0,1,48.17674735986995,0.062270704528693994,16.058915786623317
"Oct 6, 2025",bbw,BWSAHDAC351748,ksa,v9w0,1,35.19256539398857,3,0,0,1,35.19256539398857,0.08524527741624786,11.730855131329525
"Oct 6, 2025",bbw,BWSAHDAC351220,ksa,v3gm,1,28.59662225832652,3,0,0,1,28.59662225832652,0.10490749476982324,9.532207419442173
"Oct 6, 2025",aeo,AESAHDE1916663,ksa,vnmb,1,174.68464662875684,2,0,0,1,174.68464662875684,0.011449203113141583,87.34232331437842
"Oct 6, 2025",aeo,AEKWHDE1626350,kwt,vt66,1,127.26507200000002,2,0,0,1,127.26507200000002,0.015715230962977805,63.63253600000001
"Oct 5, 2025",wes,WESAHDE0475293,ksa,vj33,1,197.91291145410204,25.39611194151093,1,197.91291145410204,0,0,0.1283196318770771,7.793039812941039
"Oct 5, 2025",wes,WESAHDE0475131,ksa,vd18,1,119.40068399675042,0,0,0,1,119.40068399675042,0,-
"Oct 5, 2025",wes,WESAHDA0462390,ksa,vbsb,1,153.87161007311101,20.331588627132383,1,153.87161007311101,0,0,0.13213346255018696,7.568105616093878
"Oct 5, 2025",wes,WESAHDA0462273,ksa,vpug,1,98.76872298943933,0,0,0,1,98.76872298943933,0,-
"Oct 5, 2025",wes,WEAEHDA0046773,uae,vj33,1,95.44340337181308,10.538820363757171,1,95.44340337181308,0,0,0.11041957842494078,9.05636495143625
"Oct 5, 2025",vs,VSSAHDA0735024,ksa,vrq3,1,36.4680828594638,5,1,36.4680828594638,0,0,0.1371061928116261,7.29361657189276
"Oct 5, 2025",vs,VSSAHDA0734937,ksa,vrq3,1,93.77849390739222,5,1,93.77849390739222,0,0,0.053317128391266136,18.755698781478443
"Oct 5, 2025",pk,PKSAHDE0315409,ksa,vq22,1,774.3216506904944,0,0,0,1,774.3216506904944,0,-
"Oct 5, 2025",pk,PKKWHDE0190888,kwt,vq22,1,383.34571,38.334571,1,383.34571,0,0,0.09999999999999999,10
"Oct 5, 2025",pk,PKAEHDA0038956,uae,vq22,1,171.10065609168691,0,0,0,1,171.10065609168691,0,-
"Oct 5, 2025",pb,PBSAHDE0431135,ksa,vbbs,1,76.99172542648242,0,0,0,1,76.99172542648242,0,-
"Oct 5, 2025",mc,MCSASSA3347126,ksa,vaak9,1,19.798480909829376,0,0,0,1,19.798480909829376,0,-
"Oct 5, 2025",mc,MCSAHDE1073615,ksa,vaak9,1,132.74967993501198,4,1,132.74967993501198,0,0,0.030131899391081112,33.187419983752996
"Oct 5, 2025",mc,MCSAHDA3328274,ksa,vx4ty,1,30.21831356620629,0,0,0,1,30.21831356620629,0,-
"Oct 5, 2025",mc,MCQASSA0047828,qat,vaak9,1,14.79909706546275,4,1,14.79909706546275,0,0,0.2702867602196462,3.6997742663656874
"Oct 5, 2025",mc,MCQAHDE0204941,qat,vnrp0,1,78.928517682468,4,1,78.928517682468,0,0,0.05067876754118367,19.732129420617
"Oct 5, 2025",mc,MCQAHDE0204905,qat,vaak9,1,156.62377727614742,4,1,156.62377727614742,0,0,0.025538906477446888,39.155944319036855
"Oct 5, 2025",mc,MCQAHDE0204902,qat,vaak9,1,209.65387509405562,0,0,0,1,209.65387509405562,0,-
"Oct 5, 2025",mc,MCKWHDE0913760,kwt,vev2n,1,33.9273,0,0,0,1,33.9273,0,-
"Oct 5, 2025",mc,MCAEHDE1976912,uae,v2t2b,1,76.53657669628775,0,0,0,1,76.53657669628775,0,-
"Oct 5, 2025",mc,MCAEHDE1976876,uae,vaak9,1,26.834354289510863,0,0,0,1,26.834354289510863,0,-
"Oct 5, 2025",mc,MCAEHDE1976855,uae,vejog,1,67.66983307034306,0,1,67.66983307034306,0,0,0,-
"Oct 5, 2025",mc,MCAEHDE1976801,uae,vev2n,1,28.002248982642666,0,0,0,1,28.002248982642666,0,-
"Oct 5, 2025",mc,MCAEHDE1976780,uae,v2t2b,1,113.40829167012717,0,0,0,1,113.40829167012717,0,-
"Oct 5, 2025",hm,HMSASSA4765446,ksa,viyn,1,17.37792688870834,8,1,17.37792688870834,0,0,0.4603541061735138,2.1722408610885426
"Oct 5, 2025",hm,HMSAHDE3176553,ksa,vgvq,1,172.67683834281047,2,0,0,1,172.67683834281047,0.011582329275854914,86.33841917140523
"Oct 5, 2025",hm,HMSAHDE3176328,ksa,v5ng,1,72.15328025995115,2,0,0,1,72.15328025995115,0.027718767501553287,36.07664012997557
"Oct 5, 2025",hm,HMSAHDE3176199,ksa,vd8l,1,120.98509504467893,8,1,120.98509504467893,0,0,0.06612384771070898,15.123136880584866
"Oct 5, 2025",hm,HMSAHDE3176001,ksa,vb3j,1,140.7862388302191,2,0,0,1,140.7862388302191,0.014205933879744427,70.39311941510955
"Oct 5, 2025",hm,HMSAHDE3175899,ksa,vgvq,1,117.69111779041413,2,0,0,1,117.69111779041413,0.016993635862662348,58.84555889520706
"Oct 5, 2025",hm,HMSAHDA4764987,ksa,vb3j,1,436.20833306255014,2,0,0,1,436.20833306255014,0.00458496513800714,218.10416653127507
"Oct 5, 2025",hm,HMSAHDA4764783,ksa,vgvq,1,207.68033956133195,8,1,207.68033956133195,0,0,0.03852073825041801,25.960042445166494
